API Number,Well Name,Well Number,qtrqtr,sec,twp,range,lat,long,Elevation,Facility_type,Facility_status,fluid_type,max_wat_inj_press,max_inj_volume,not_injector_date,Formation_code,Formation,TopPeforation,BottomPerforation,NumberPerforations,PerforationSize,MeasuredDepth,TrueVerticalDepth,MeasuredPlugBackDepth,TrueVerticalPlugBackDepth,TopPerforationSubSea,BottomPerforationSubSea
05-103-07990-00,UNION PACIFIC                      ,103X-20        ,SESW,20,2N,102W,40.12138,-108.86769,5327,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,5807,6399,,,6587,0,6484,,-480,-1072
05-103-07991-00,HAGOOD L N                         ,A-13X          ,SWSE,23,2N,103W,40.124707,-108.919188,5478,UIC ENHANCED RECOVERY,SI,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,5986,6354,630,,6728,,6356,,-508,-876
05-103-07992-00,EMERALD                            ,64X            ,NENE,26,2N,103W,40.12127,-108.91475,5437,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,6111,6578,351,0.375,6687,,6651,,-674,-1141
05-103-07993-00,U S A-PICEANCE CREEK               ,T73-7G         ,SWNE,7,2S,96W,39.89473,-108.20599,7356,UIC DISPOSAL,IJ,PRODUCED WATER        ,480,6739000,,WSTCA ,WASATCH A                                         ,2854,3200,,,3700,0,3629,,4502,4156
05-103-07996-00,U S A-PICEANCE CREEK               ,T63-12G        ,SWNE,12,2S,97W,39.89429,-108.2247,6900,UIC DISPOSAL,SI,PRODUCED WATER        ,413,9740000,,WSTCA ,WASATCH A                                         ,2332,2856,36,0.28,3100,0,3027,,4568,4044
05-103-08011-00,ASSOCIATED                         ,A-6X           ,NESW,24,2N,103W,40.125314,-108.909445,5426,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,5902,6675,0,,6676,0,6612,,-476,-1249
05-103-08026-00,FEE                                ,110X           ,NESW,19,2N,102W,40.124928,-108.890639,5351,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,5823,6498,266,0.5,6601,0,6586,,-472,-1147
05-103-08027-00,FEE                                ,111X           ,NESW,19,2N,102W,40.125825,-108.886374,5323,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,5902,6455,172,0.5,6572,,6510,,-579,-1132
05-103-08028-00,FEE                                ,112X           ,NWSE,19,2N,102W,40.124964,-108.881838,5326,UIC ENHANCED RECOVERY,SI,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,5844,6573,,,6573,0,6554,,-518,-1247
05-103-08029-00,FEE                                ,113X           ,SESE,19,2N,102W,40.121695,-108.876738,5308,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,5754,6459,243,0.5,6558,0,6525,,-446,-1151
05-103-08030-00,UNION PACIFIC                      ,104X-20        ,SESW,20,2N,102W,40.12488,-108.87143,5277,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,5831,6436,265,0.5,6527,6527,6511,,-554,-1159
05-103-08031-00,FEE                                ,114X           ,SWNW,29,2N,102W,40.117667,-108.872486,5264,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,,,,,6517,,6495,,,
05-103-08032-00,FEE                                ,107X           ,SENE,30,2N,102W,40.117513,-108.880976,5287,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,5622,6362,,,6537,0,6410,,-335,-1075
05-103-08033-00,FEE                                ,115X           ,NESE,30,2N,102W,40.113799,-108.877007,5288,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,,,,,6534,0,6475,,,
05-103-08034-00,ASSOCIATED                         ,A-5X           ,NWSE,24,2N,103W,40.12854,-108.90469,5381,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,5920,656,0,,6631,6631,6596,,-539,4725
05-103-08035-00,GRAY                               ,A-20X          ,NESE,24,2N,103W,40.12834,-108.89576,5353,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,5907,6510,341,0.5,6603,0,6560,,-554,-1157
05-103-08041-00,EMERALD                            ,63X            ,NWSE,25,2N,103W,40.114017,-108.904283,5404,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,5755,6536,200,0.25,6659,0,6658,,-351,-1132
05-103-08041-01,EMERALD                            ,63X            ,NWSE,25,2N,103W,40.114017,-108.904283,5404,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,2200,,,WEBR  ,WEBER                                             ,5990,6410,411,0.43,6562,,6483,,-586,-1006
05-103-08042-00,NEAL                               ,7X             ,NWNE,25,2N,103W,40.12085,-108.90476,5394,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,,,,,6644,6644,6557,,,
05-103-08043-00,NEAL                               ,8X             ,SENW,25,2N,103W,40.117327,-108.909158,5414,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,5776,6448,0,,6669,,6560,,-362,-1034
05-103-08043-01,NEAL                               ,8X             ,SENW,25,2N,103W,40.117327,-108.909158,5414,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,2200,,,WEBR  ,WEBER                                             ,6179,6450,225,0.5,6569,,6560,,-765,-1036
05-103-08046-00,EMERALD                            ,71X            ,NWNW,30,2N,102W,40.12088,-108.894996,5342,UIC ENHANCED RECOVERY,TA,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,5742,6450,282,0.5,6592,0,6481,,-400,-1108
05-103-08047-00,RIGBY                              ,5X             ,SWSE,24,2N,103W,40.12465,-108.90047,5365,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,5837,6495,321,0.5,6615,6615,6596,,-472,-1130
05-103-08072-00,EMERALD                            ,70X            ,SENE,25,2N,103W,40.11734,-108.89993,5378,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,5719,6524,,,6628,,6607,,-341,-1146
05-103-08103-00,EMERALD                            ,69X            ,SWNW,30,2N,102W,40.114302,-108.894873,5343,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,5628,6482,240,0.25,6590,6590,6575,,-285,-1139
05-103-08104-00,EMERALD                            ,72X            ,SWNW,30,2N,102W,40.117541,-108.891328,5326,UIC ENHANCED RECOVERY,TA,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,,,,,6583,0,6535,,,
05-103-08105-00,EMERALD                            ,73X            ,NESW,30,2N,102W,40.113757,-108.886501,5328,UIC ENHANCED RECOVERY,PR,PRODUCED WATER        ,3000,,00:00.0,WEBR  ,WEBER                                             ,5614,6318,,,6580,0,6488,,-286,-990
05-103-08181-00,U S A  PICEANCE CREEK              ,T73-11G        ,SENE,11,2S,97W,39.89475,-108.24192,7113,UIC DISPOSAL,TA,PRODUCED WATER        ,512,12700000,,WSTCG ,WASATCH G                                         ,,,,,3400,0,3060,,,
05-103-08321-00,"MCLAUGHLIN, A C                    ",74X            ,NWNW,24,2N,103W,40.13299,-108.90972,5397,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,6038,6549,195,0.5,6662,6651,6600,,-641,-1152
05-103-08825-00,COLUMBINE SP                       ,8-11-4-104 WD  ,NESE,11,4S,104W,39.72349,-109.0314,6130,UIC DISPOSAL,SI,PRODUCED WATER        ,,,,CSLGT ,CASTLEGATE                                        ,2566,2592,104,,6866,0,6828,,3564,3538
05-103-08817-00,FEDERAL                            ,397 3-1        ,SENW,3,3S,97W,39.81866,-108.26685,6681,UIC DISPOSAL,IJ,PRODUCED WATER        ,943,8260000,,WSTCG ,WASATCH G                                         ,5648,5708,117,0.4,11140,11140,5806,5806,1033,973
05-103-08813-00,CARNEY C T                         ,38 X 4         ,NWNE,4,1N,102W,40.08896,-108.84821,5252,UIC ENHANCED RECOVERY,SI,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,,,,,6534,6534,6500,,,
05-103-08761-00,FEE                                ,137X           ,SWNW,20,2N,102W,40.12866,-108.87618,5305,UIC ENHANCED RECOVERY,SI,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,5930,6438,117,0.5,6563,0,6535,,-625,-1133
05-103-09041-00,UNION PACIFIC                      ,134X-21        ,SWNW,21,2N,102W,40.12938,-108.85669,5325,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,6068,6500,,,6610,0,6550,,-743,-1175
05-103-08745-00,FEE                                ,136X           ,SWNE,20,2N,102W,40.12894,-108.86707,5285,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,5963,6441,,,6537,0,6441,,-678,-1156
05-103-08687-00,FEE                                ,127X           ,SENW,20,2N,102W,40.13186,-108.87196,6534,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,6038,6463,126,0.5,6544,0,6515,,496,71
05-103-09139-00,UNION PACIFIC                      ,137X-20        ,NENE,20,2N,102W,40.13243,-108.8624,5361,UIC ENHANCED RECOVERY,TA,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,,,,,6615,6612,6600,,,
05-103-09141-00,"MCLAUGHLIN, A C                    ",76X            ,SENW,14,2N,103W,40.14455,-108.92826,5479,UIC ENHANCED RECOVERY,SI,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,6369,6706,,,6662,6651,6596,,-890,-1227
05-103-09142-01,HAGOOD L N                         ,A-17X -ST      ,SWSE,23,2N,103W,40.12483,-108.92349,6746,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,6876,7126,102,0.5,,,,,-130,-380
05-103-09146-00,EMERALD                            ,90X            ,NENW,26,2N,103W,40.1213,-108.92834,,UIC ENHANCED RECOVERY,TA,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,,,,,,,,,,
05-103-09147-00,EMERALD                            ,91Y            ,NWNW,25,2N,103W,40.1208,-108.911775,5429,UIC ENHANCED RECOVERY,TA,PRODUCED WATER        ,2200,,,WEBR  ,WEBER                                             ,6069,6541,834,0.5,6701,,6576,,-640,-1112
05-103-09176-00,CARNEY                             ,12AX5          ,NENW,5,1N,102W,40.090328,-108.870572,5272,UIC ENHANCED RECOVERY,PR,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,,,,,6552,0,6540,,,
05-103-09177-00,UNION PACIFIC                      ,37AX-29        ,NWSE,29,2N,102W,40.112136,-108.864199,5281,UIC ENHANCED RECOVERY,SI,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,5656,6088,90,0.5,6549,6546,6451,,-375,-807
05-103-09178-00,RAVEN                              ,A-1AX          ,NWSE,30,2N,102W,40.113554,-108.883482,5337,UIC ENHANCED RECOVERY,SI,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,5684,6448,528,0.5,6596,,6532,,-347,-1111
05-103-09179-00,UNION PACIFIC                      ,63AX-31        ,SESE,31,2N,102W,40.093946,-108.879456,5323,UIC ENHANCED RECOVERY,PA,PRODUCED WATER        ,3000,,00:00.0,WEBR  ,WEBER                                             ,,,,,6578,6578,6525,,,
05-103-09187-00,EMERALD                            ,44AX           ,SWNW,36,2N,103W,40.10129,-108.91194,5478,UIC ENHANCED RECOVERY,TA,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,6456,6688,250,0.25,6765,0,6740,,-978,-1210
05-103-09191-00,FEE                                ,70AX           ,SWSE,31,2N,102W,40.094354,-108.884079,5343,UIC ENHANCED RECOVERY,SI,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,,,,,6618,0,6590,,,
05-103-09196-00,UNION PACIFIC                      ,62AX-32        ,NWNW,32,2N,102W,40.10521,-108.874233,5263,UIC ENHANCED RECOVERY,SI,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,5662,6108,540,0.5,6525,,6438,,-399,-845
05-103-09197-00,GRAY                               ,A-8AX          ,SESE,24,2N,103W,40.12362,-108.89755,5357,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,5802,6500,140,0.5,6615,0,6550,,-445,-1143
05-103-09200-00,RIGBY                              ,A-2AX          ,SESW,24,2N,103W,40.123385,-108.906796,5393,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,5841,6550,168,0.5,6646,0,6600,,-448,-1157
05-103-09201-00,"MCLAUGHLIN, A C                    ",41AX           ,NWNE,24,2N,103W,40.13454,-108.9018,5392,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,6077,6556,208,0.5,6648,0,6600,,-685,-1164
05-103-08663-00,FEE                                ,122X           ,NENE,19,2N,102W,40.132564,-108.881045,5345,UIC ENHANCED RECOVERY,SI,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,6056,6532,0,,6599,0,6544,,-711,-1187
05-103-08612-00,FEE                                ,53AX           ,NWSW,22,2N,102W,40.127268,-108.836297,5376,UIC ENHANCED RECOVERY,SI,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,,,,,6631,6631,6600,,,
05-103-08439-00,FEE                                ,118X           ,SENE,29,2N,102W,40.117545,-108.862146,5256,UIC ENHANCED RECOVERY,PA,PRODUCED WATER        ,3000,,00:00.0,WEBR  ,WEBER                                             ,,,,,6493,6493,6460,,,
05-103-09208-00,NEAL                               ,2AX            ,NWNE,25,2N,103W,40.12049,-108.90273,6644,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,5784,6470,,,6640,0,6300,,860,174
05-103-09233-00,UNION PACIFIC                      ,44AX-20        ,NWSE,20,2N,102W,40.12736,-108.86373,5290,UIC ENHANCED RECOVERY,SI,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,5940,6435,148,,6548,6548,6485,,-650,-1145
05-103-09235-00,FEE                                ,16AX           ,SENE,30,2N,102W,40.116388,-108.879242,5294,UIC ENHANCED RECOVERY,TA,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,,,,,6550,0,6451,,,
05-103-09236-00,EMERALD                            ,31AX           ,NWNW,30,2N,102W,40.119499,-108.891701,5342,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,5712,6318,,,6604,6602,6510,,-370,-976
05-103-09238-00,RAVEN                              ,B-2AX          ,NWNE,30,2N,102W,40.119416,-108.882821,5316,UIC ENHANCED RECOVERY,TA,PRODUCED WATER        ,3000,,00:00.0,WEBR  ,WEBER                                             ,,,,,6570,0,6500,,,
05-103-09239-00,EMERALD                            ,33AX           ,NWSW,30,2N,102W,40.111562,-108.892506,5344,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,5875,6312,148,0.5,6610,,6394,,-531,-968
05-103-09243-00,FEE                                ,58AX           ,SESW,19,2N,102W,40.123614,-108.88776,5330,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,5783,6413,,,6585,6585,6480,,-453,-1083
05-103-09244-00,FEE                                ,1AX            ,NESE,30,2N,102W,40.113696,-108.879313,5309,UIC ENHANCED RECOVERY,TA,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,,,,,6565,0,6490,,,
05-103-09245-00,EMERALD                            ,29AX           ,SENE,25,2N,103W,40.11577,-108.898453,5361,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,5708,6516,220,0.5,6620,0,6570,,-347,-1155
05-103-09247-00,FEE                                ,2AX            ,SWSE,29,2N,102W,40.10862,-108.86464,5280,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,5559,6176,216,0.5,6543,0,6427,,-279,-896
05-103-09257-00,UNION PACIFIC                      ,42AX-28        ,NWNW,28,2N,102W,40.11986,-108.85441,5292,UIC ENHANCED RECOVERY,TA,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,5822,6454,129,0.5,6554,6554,6520,,-530,-1162
05-103-09265-00,"SULLIVAN, M C                      ",SWD 1          ,NWSW,24,3N,90W,40.211693,-107.4554,7657,UIC DISPOSAL,IJ,PRODUCED WATER        ,1700,,,WEBR  ,WEBER                                             ,,,,,6500,0,6400,,,
05-103-09275-00,GRAY                               ,A-11AX         ,NWSW,19,2N,102W,40.127393,-108.892397,5363,UIC ENHANCED RECOVERY,PA,PRODUCED WATER        ,3000,,00:00.0,WEBR  ,WEBER                                             ,5895,6502,,,6625,6625,6570,,-532,-1139
05-103-09282-00,"LACY, S B                          ",2AX            ,NWSW,24,2N,103W,40.126388,-108.911167,5424,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,3000,,,WEBR  ,WEBER                                             ,5941,6567,237,,6682,6682,6630,,-517,-1143
05-103-09283-00,FEE                                ,118AX          ,NENE,29,2N,102W,40.11816,-108.86153,5255,UIC ENHANCED RECOVERY,SI,PRODUCED WATER        ,3000,,00:00.0,WEBR  ,WEBER                                             ,5709,6318,108,,0,6508,0,,-454,-1063
