API Number,Well Name,Well Number,qtrqtr,sec,twp,range,lat,long,Elevation,Facility_type,Facility_status,fluid_type,max_wat_inj_press,max_inj_volume,not_injector_date,Formation_code,Formation,TopPeforation,BottomPerforation,NumberPerforations,PerforationSize,MeasuredDepth,TrueVerticalDepth,MeasuredPlugBackDepth,TrueVerticalPlugBackDepth,TopPerforationSubSea,BottomPerforationSubSea
05-123-37808-00,TRITON                             ,2,SWSE,35,6N,65W,40.4383,-104.628,4654,UIC DISPOSAL,SI,PRODUCED WATER        ,2400,23637059,,MSSR  ,MISSOURI                                          ,9570,9650,10,,10445,,10441,,-4916,-4996
05-123-37808-00,TRITON                             ,2,SWSE,35,6N,65W,40.4383,-104.628,4654,UIC DISPOSAL,SI,PRODUCED WATER        ,2400,23637059,,VRGL  ,VIRGIL                                            ,9340,9570,10,,10445,,10441,,-4686,-4916
05-123-37808-00,TRITON                             ,2,SWSE,35,6N,65W,40.4383,-104.628,4654,UIC DISPOSAL,SI,PRODUCED WATER        ,2400,23637059,,WFCMP ,WOLFCAMP                                          ,9024,9092,10,,10445,,10441,,-4370,-4438
05-123-37808-00,TRITON                             ,2,SWSE,35,6N,65W,40.4383,-104.628,4654,UIC DISPOSAL,SI,PRODUCED WATER        ,2400,23637059,,AMZN  ,AMAZON                                            ,9092,9163,10,,10445,,10441,,-4438,-4509
05-123-37808-00,TRITON                             ,2,SWSE,35,6N,65W,40.4383,-104.628,4654,UIC DISPOSAL,SI,PRODUCED WATER        ,2400,23637059,,COUGR ,COUNCIL GROVE                                     ,9163,9316,10,,10445,,10441,,-4509,-4662
05-123-37808-00,TRITON                             ,2,SWSE,35,6N,65W,40.4383,-104.628,4654,UIC DISPOSAL,SI,PRODUCED WATER        ,2400,23637059,,DJINJ ,DENVER BASIN COMBINED DISPOSAL ZONE               ,8669,10443,100,,10445,,10441,,-4015,-5789
05-123-37808-00,TRITON                             ,2,SWSE,35,6N,65W,40.4383,-104.628,4654,UIC DISPOSAL,SI,PRODUCED WATER        ,2400,23637059,,FNTN  ,FOUNTAIN                                          ,9650,,10,,10445,,10441,,-4996,
05-123-40194-00,NGL                                ,C9             ,SWNW,13,10N,61W,40.83597,-104.16035,5058,UIC Disposal,SI,PRODUCED WATER        ,2350,42643172,,LSTKA ,LOWER SATANKA                                     ,8766,8826,,,10200,,10192,,-3708,-3768
05-123-40194-00,NGL                                ,C9             ,SWNW,13,10N,61W,40.83597,-104.16035,5058,UIC Disposal,SI,PRODUCED WATER        ,2350,42643172,,ADMI  ,ADMIRE                                            ,9130,9268,,,10200,,10192,,-4072,-4210
05-123-40377-00,NGL                                ,C1C            ,SESE,8,4N,64W,40.32065,-104.5658,4706,UIC Disposal,SI,PRODUCED WATER        ,2350,28329925,,ADMI  ,ADMIRE                                            ,9707,9754,,,10757,10352,10716,10311,-5001,-5048
05-123-40377-00,NGL                                ,C1C            ,SESE,8,4N,64W,40.32065,-104.5658,4706,UIC Disposal,SI,PRODUCED WATER        ,2350,28329925,,LSTKA ,LOWER SATANKA                                     ,9178,9444,,,10757,10352,10716,10311,-4472,-4738
05-123-40377-00,NGL                                ,C1C            ,SESE,8,4N,64W,40.32065,-104.5658,4706,UIC Disposal,SI,PRODUCED WATER        ,2350,28329925,,LYNS  ,LYONS                                             ,9035,9178,,,10757,10352,10716,10311,-4329,-4472
05-123-40377-00,NGL                                ,C1C            ,SESE,8,4N,64W,40.32065,-104.5658,4706,UIC Disposal,SI,PRODUCED WATER        ,2350,28329925,,MRRW  ,MORROW                                            ,10750,10716,,,10757,10352,10716,10311,-6044,-6010
05-123-40377-00,NGL                                ,C1C            ,SESE,8,4N,64W,40.32065,-104.5658,4706,UIC Disposal,SI,PRODUCED WATER        ,2350,28329925,,MSSR  ,MISSOURI                                          ,9972,10064,,,10757,10352,10716,10311,-5266,-5358
05-123-40377-00,NGL                                ,C1C            ,SESE,8,4N,64W,40.32065,-104.5658,4706,UIC Disposal,SI,PRODUCED WATER        ,2350,28329925,,VRGL  ,VIRGIL                                            ,9754,9972,,,10757,10352,10716,10311,-5048,-5266
05-123-40377-00,NGL                                ,C1C            ,SESE,8,4N,64W,40.32065,-104.5658,4706,UIC Disposal,SI,PRODUCED WATER        ,2350,28329925,,AMZN  ,AMAZON                                            ,9494,9558,,,10757,10352,10716,10311,-4788,-4852
05-123-40377-00,NGL                                ,C1C            ,SESE,8,4N,64W,40.32065,-104.5658,4706,UIC Disposal,SI,PRODUCED WATER        ,2350,28329925,,ATOK  ,ATOKA                                             ,10582,10750,,,10757,10352,10716,10311,-5876,-6044
05-123-40377-00,NGL                                ,C1C            ,SESE,8,4N,64W,40.32065,-104.5658,4706,UIC Disposal,SI,PRODUCED WATER        ,2350,28329925,,COUGR ,COUNCIL GROVE                                     ,9558,9707,,,10757,10352,10716,10311,-4852,-5001
05-123-40377-00,NGL                                ,C1C            ,SESE,8,4N,64W,40.32065,-104.5658,4706,UIC Disposal,SI,PRODUCED WATER        ,2350,28329925,,DSMS  ,DES MOINES                                        ,10174,10582,,,10757,10352,10716,10311,-5468,-5876
05-123-40194-00,NGL                                ,C9             ,SWNW,13,10N,61W,40.83597,-104.16035,5058,UIC Disposal,SI,PRODUCED WATER        ,2350,42643172,,LYNS  ,LYONS                                             ,8511,8680,,,10200,,10192,,-3453,-3622
05-123-40377-00,NGL                                ,C1C            ,SESE,8,4N,64W,40.32065,-104.5658,4706,UIC Disposal,SI,PRODUCED WATER        ,2350,28329925,,FNTN  ,FOUNTAIN                                          ,10064,10174,,,10757,10352,10716,10311,-5358,-5468
05-123-39770-00,EWS                                ,1,NWNW,26,8N,60W,40.63974,-104.06681,,UIC DISPOSAL,IJ,PRODUCED WATER        ,2000,55110750,,AMZN  ,AMAZON                                            ,8499,8568,,,9900,,9893,,,
05-123-38533-00,NGL                                ,C11            ,SESE,27,5N,61W,40.36575,-104.18842,4517,UIC DISPOSAL,IJ,PRODUCED WATER        ,1900,47600242,,ADMI  ,ADMIRE                                            ,8402,8448,,,9410,,9408,,-3885,-3931
05-123-38533-00,NGL                                ,C11            ,SESE,27,5N,61W,40.36575,-104.18842,4517,UIC DISPOSAL,IJ,PRODUCED WATER        ,1900,47600242,,AMZN  ,AMAZON                                            ,8198,8246,,,9410,,9408,,-3681,-3729
05-123-38533-00,NGL                                ,C11            ,SESE,27,5N,61W,40.36575,-104.18842,4517,UIC DISPOSAL,IJ,PRODUCED WATER        ,1900,47600242,,MSSR  ,MISSOURI                                          ,8842,8980,,,9410,,9408,,-4325,-4463
05-123-38533-00,NGL                                ,C11            ,SESE,27,5N,61W,40.36575,-104.18842,4517,UIC DISPOSAL,IJ,PRODUCED WATER        ,1900,47600242,,VRGL  ,VIRGIL                                            ,8448,8592,,,9410,,9408,,-3931,-4075
05-123-38533-00,NGL                                ,C11            ,SESE,27,5N,61W,40.36575,-104.18842,4517,UIC DISPOSAL,IJ,PRODUCED WATER        ,1900,47600242,,WFCMP ,WOLFCAMP                                          ,8114,8198,,,9410,,9408,,-3597,-3681
05-123-38533-00,NGL                                ,C11            ,SESE,27,5N,61W,40.36575,-104.18842,4517,UIC DISPOSAL,IJ,PRODUCED WATER        ,1900,47600242,,ATOK  ,ATOKA                                             ,8980,9338,,,9410,,9408,,-4463,-4821
05-123-38533-00,NGL                                ,C11            ,SESE,27,5N,61W,40.36575,-104.18842,4517,UIC DISPOSAL,IJ,PRODUCED WATER        ,1900,47600242,,COUGR ,COUNCIL GROVE                                     ,8246,8402,,,9410,,9408,,-3729,-3885
05-123-38533-00,NGL                                ,C11            ,SESE,27,5N,61W,40.36575,-104.18842,4517,UIC DISPOSAL,IJ,PRODUCED WATER        ,1900,47600242,,DSMS  ,DES MOINES                                        ,8842,8980,,,9410,,9408,,-4325,-4463
05-123-38533-00,NGL                                ,C11            ,SESE,27,5N,61W,40.36575,-104.18842,4517,UIC DISPOSAL,IJ,PRODUCED WATER        ,1900,47600242,,LSTKA ,LOWER SATANKA                                     ,7892,8114,,,9410,,9408,,-3375,-3597
05-123-38533-00,NGL                                ,C11            ,SESE,27,5N,61W,40.36575,-104.18842,4517,UIC DISPOSAL,IJ,PRODUCED WATER        ,1900,47600242,,LYNS  ,LYONS                                             ,7739,7892,,,9410,,9408,,-3222,-3375
05-123-39710-00,HPD PLATTEVILLE                    ,2,NESE,24,3N,66W,40.20999,-104.71662,4998,UIC DISPOSAL,SI,PRODUCED WATER        ,2215,20011845,,LYNS  ,LYONS                                             ,9092,9390,,,10600,,10600,,-4094,-4392
05-123-39770-00,EWS                                ,1,NWNW,26,8N,60W,40.63974,-104.06681,,UIC DISPOSAL,IJ,PRODUCED WATER        ,2000,55110750,,DSMS  ,DES MOINES                                        ,9134,9335,,,9900,,9893,,,
05-123-39770-00,EWS                                ,1,NWNW,26,8N,60W,40.63974,-104.06681,,UIC DISPOSAL,IJ,PRODUCED WATER        ,2000,55110750,,LSTKA ,LOWER SATANKA                                     ,8210,8430,,,9900,,9893,,,
05-123-38533-00,NGL                                ,C11            ,SESE,27,5N,61W,40.36575,-104.18842,4517,UIC DISPOSAL,IJ,PRODUCED WATER        ,1900,47600242,,MRRW  ,MORROW                                            ,9338,9408,,,9410,,9408,,-4821,-4891
05-123-39770-00,EWS                                ,1,NWNW,26,8N,60W,40.63974,-104.06681,,UIC DISPOSAL,IJ,PRODUCED WATER        ,2000,55110750,,LYNS  ,LYONS                                             ,8087,8210,,,9900,,9893,,,
05-123-39770-00,EWS                                ,1,NWNW,26,8N,60W,40.63974,-104.06681,,UIC DISPOSAL,IJ,PRODUCED WATER        ,2000,55110750,,MRRW  ,MORROW                                            ,9767,9853,,,9900,,9893,,,
05-123-39770-00,EWS                                ,1,NWNW,26,8N,60W,40.63974,-104.06681,,UIC DISPOSAL,IJ,PRODUCED WATER        ,2000,55110750,,MSSP  ,MISSISSIPPIAN                                     ,9853,9882,,,9900,,9893,,,
05-123-39710-00,HPD PLATTEVILLE                    ,2,NESE,24,3N,66W,40.20999,-104.71662,4998,UIC DISPOSAL,SI,PRODUCED WATER        ,2215,20011845,,FNTN  ,FOUNTAIN                                          ,9911,10003,,,10600,,10600,,-4913,-5005
05-123-40194-00,NGL                                ,C9             ,SWNW,13,10N,61W,40.83597,-104.16035,5058,UIC Disposal,SI,PRODUCED WATER        ,2350,42643172,,MRRW  ,MORROW                                            ,10119,10192,,,10200,,10192,,-5061,-5134
05-123-40194-00,NGL                                ,C9             ,SWNW,13,10N,61W,40.83597,-104.16035,5058,UIC Disposal,SI,PRODUCED WATER        ,2350,42643172,,MSSR  ,MISSOURI                                          ,9411,9595,,,10200,,10192,,-4353,-4537
05-123-40194-00,NGL                                ,C9             ,SWNW,13,10N,61W,40.83597,-104.16035,5058,UIC Disposal,SI,PRODUCED WATER        ,2350,42643172,,VRGL  ,VIRGIL                                            ,9268,9411,,,10200,,10192,,-4210,-4353
05-123-40194-00,NGL                                ,C9             ,SWNW,13,10N,61W,40.83597,-104.16035,5058,UIC Disposal,SI,PRODUCED WATER        ,2350,42643172,,AMZN  ,AMAZON                                            ,8910,9060,,,10200,,10192,,-3852,-4002
05-123-40194-00,NGL                                ,C9             ,SWNW,13,10N,61W,40.83597,-104.16035,5058,UIC Disposal,SI,PRODUCED WATER        ,2350,42643172,,ATOK  ,ATOKA                                             ,9806,9974,,,10200,,10192,,-4748,-4916
05-123-40194-00,NGL                                ,C9             ,SWNW,13,10N,61W,40.83597,-104.16035,5058,UIC Disposal,SI,PRODUCED WATER        ,2350,42643172,,COUGR ,COUNCIL GROVE                                     ,9060,9130,,,10200,,10192,,-4002,-4072
05-123-40194-00,NGL                                ,C9             ,SWNW,13,10N,61W,40.83597,-104.16035,5058,UIC Disposal,SI,PRODUCED WATER        ,2350,42643172,,DSMS  ,DES MOINES                                        ,9595,9806,,,10200,,10192,,-4537,-4748
05-123-40194-00,NGL                                ,C9             ,SWNW,13,10N,61W,40.83597,-104.16035,5058,UIC Disposal,SI,PRODUCED WATER        ,2350,42643172,,FNTN  ,FOUNTAIN                                          ,9974,10119,,,10200,,10192,,-4916,-5061
05-123-39770-00,EWS                                ,1,NWNW,26,8N,60W,40.63974,-104.06681,,UIC DISPOSAL,IJ,PRODUCED WATER        ,2000,55110750,,MSSR  ,MISSOURI                                          ,8989,9134,,,9900,,9893,,,
05-123-39770-00,EWS                                ,1,NWNW,26,8N,60W,40.63974,-104.06681,,UIC DISPOSAL,IJ,PRODUCED WATER        ,2000,55110750,,ATOK  ,ATOKA                                             ,9335,9767,,,9900,,9893,,,
05-123-39770-00,EWS                                ,1,NWNW,26,8N,60W,40.63974,-104.06681,,UIC DISPOSAL,IJ,PRODUCED WATER        ,2000,55110750,,COUGR ,COUNCIL GROVE                                     ,8568,8740,,,9900,,9893,,,
05-123-39770-00,EWS                                ,1,NWNW,26,8N,60W,40.63974,-104.06681,,UIC DISPOSAL,IJ,PRODUCED WATER        ,2000,55110750,,REGN  ,REAGAN                                            ,9882,9893,,,9900,,9893,,,
05-125-07843-00,ANDREWS                            ,32-34          ,SWNE,34,4S,43W,39.6681,-102.165723,3756,UIC DISPOSAL,PR,PRODUCED WATER        ,900,,,LKTA  ,LAKOTA                                            ,,,,,5405,0,3201,,,
05-123-39770-00,EWS                                ,1,NWNW,26,8N,60W,40.63974,-104.06681,,UIC DISPOSAL,IJ,PRODUCED WATER        ,2000,55110750,,VRGL  ,VIRGIL                                            ,8790,8989,,,9900,,9893,,,
05-123-39770-00,EWS                                ,1,NWNW,26,8N,60W,40.63974,-104.06681,,UIC DISPOSAL,IJ,PRODUCED WATER        ,2000,55110750,,WFCMP ,WOLFCAMP                                          ,8430,8499,,,9900,,9893,,,
05-123-39770-00,EWS                                ,1,NWNW,26,8N,60W,40.63974,-104.06681,,UIC DISPOSAL,IJ,PRODUCED WATER        ,2000,55110750,,ADMI  ,ADMIRE                                            ,8740,8790,,,9900,,9893,,,
05-123-40194-00,NGL                                ,C9             ,SWNW,13,10N,61W,40.83597,-104.16035,5058,UIC Disposal,SI,PRODUCED WATER        ,2350,42643172,,IGLD  ,INGLESIDE                                         ,8680,8766,,,10200,,10192,,-3622,-3708
05-123-40194-00,NGL                                ,C9             ,SWNW,13,10N,61W,40.83597,-104.16035,5058,UIC Disposal,SI,PRODUCED WATER        ,2350,42643172,,WFCMP ,WOLFCAMP                                          ,8826,8910,,,10200,,10192,,-3768,-3852
05-123-40377-00,NGL                                ,C1C            ,SESE,8,4N,64W,40.32065,-104.5658,4706,UIC Disposal,SI,PRODUCED WATER        ,2350,28329925,,WFCMP ,WOLFCAMP                                          ,9444,9494,,,10757,10352,10716,10311,-4738,-4788
05-125-06630-00,ECKLEY SALT WATER DISPOSAL         ,1,NWSE,1,3N,46W,40.25567,-102.45912,3904,UIC DISPOSAL,SI,PRODUCED WATER        ,500,,,NBRR  ,NIOBRARA                                          ,2690,2732,84,0.32,2831,,2790,,1214,1172
05-125-06769-00,WEYERMAN                           ,6-12-SWD       ,SENW,12,5S,44W,39.640035,-102.243366,3842,UIC DISPOSAL,PA,PRODUCED WATER        ,600,,00:00.0,NBRR  ,NIOBRARA                                          ,1565,1600,,,1707,,1649,,2277,2242
05-125-06872-00,BONNY DISPOSAL WELL                ,1,NWNW,31,4S,43W,39.673339,-102.233444,3908,UIC DISPOSAL,PR,PRODUCED WATER        ,850,,,LKTA  ,LAKOTA                                            ,3046,3094,192,,3252,,3223,,862,814
05-125-07065-00,HELLING                            ,13-Feb,NWNE,13,4S,44W,39.715231,-102.2426,3924,UIC DISPOSAL,IJ,PRODUCED WATER        ,527,,,LKTA  ,LAKOTA                                            ,3158,3235,240,,3300,0,3260,,766,689
05-125-07161-00,CONRAD SWD                         ,1,NWSW,32,4N,45W,40.26883,-102.42858,3842,UIC DISPOSAL,IJ,PRODUCED WATER        ,975,,,DKTA  ,DAKOTA                                            ,3656,3726,136,0.38,3850,3850,3806,,186,116
05-125-07218-00,HANSEN                             ,08-Jan,NENW,8,5N,46W,40.421674,-102.524711,3931,UIC DISPOSAL,PA,PRODUCED WATER        ,850,,00:00.0,NBRR  ,NIOBRARA                                          ,2736,2752,32,0.38,2890,,2821,,1195,1179
05-125-07472-00,LEBSOCK                            ,27-Apr,NENW,27,4N,47W,40.29036,-102.61721,3991,UIC DISPOSAL,IJ,PRODUCED WATER        ,1050,,,DKTA  ,DAKOTA                                            ,,,,,4245,,4192,,,
05-123-37120-00,TRITON                             ,1,SWNW,23,4N,66W,40.29801,-104.7498,4729,UIC DISPOSAL,DG,PRODUCED WATER        ,2186,22020015,,LYNS  ,LYONS                                             ,,,,,10705,,10703,,,
05-123-37120-00,TRITON                             ,1,SWNW,23,4N,66W,40.29801,-104.7498,4729,UIC DISPOSAL,DG,PRODUCED WATER        ,2186,22020015,,MRRW  ,MORROW                                            ,,,,,10705,,10703,,,
05-001-06025-00,LINNEBUR                           ,32-8           ,SWNE,8,3S,60W,39.80714,-104.12067,4970,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,850,,,DSND  ,D SAND                                            ,6397,6441,104,0.375,6546,,6525,,-1427,-1471
05-125-07747-00,HITT SWD                           ,1,NWNW,8,1N,44W,40.07338,-102.32035,3656,UIC DISPOSAL,IJ,PRODUCED WATER        ,720,,,MRSN  ,MORRISON                                          ,4308,4364,224,,3991,0,3950,,-652,-708
05-125-07747-00,HITT SWD                           ,1,NWNW,8,1N,44W,40.07338,-102.32035,3656,UIC DISPOSAL,IJ,PRODUCED WATER        ,720,,,PRMN  ,PERMIAN                                           ,,,,,3991,0,3950,,,
05-125-08247-00,GARDNER (SWD)                      ,26-Dec,SWNW,26,1N,45W,40.02669,-102.37825,3815,UIC DISPOSAL,IJ,PRODUCED WATER        ,912,83841902,,MRSN  ,MORRISON                                          ,,,,,4078,4078,3862,3862,,
05-125-08741-00,PINCKARD SWD                       ,21-17443       ,NENW,17,4S,43W,39.713938,-102.209939,3864,UIC DISPOSAL,PR,PRODUCED WATER        ,800,11200000,,LKTA  ,LAKOTA                                            ,3046,3094,192,,,3368,,3312,818,770
05-125-08758-00,LEONARD                            ,28-Jan,NWSE,28,1N,43W,40.022996,-102.175297,3750,UIC DISPOSAL,IJ,PRODUCED WATER        ,960,11932847,,REGN  ,REAGAN                                            ,5742,5802,240,0.41,5881,,5876,,-1992,-2052
05-125-08045-00,PLETCHER                           ,Feb-33,NENW,33,1N,46W,40.01656,-102.52412,3971,UIC DISPOSAL,PA,PRODUCED WATER        ,640,12927251,00:00.0,NBRR  ,NIOBRARA                                          ,2393,2432,36,0.38,2533,,2481,,1578,1539
05-125-08057-00,CNB                                ,03-Feb,NESW,3,1N,47W,40.080158,-102.617511,4045,UIC DISPOSAL,PA,PRODUCED WATER        ,700,5303488,00:00.0,NBRR  ,NIOBRARA                                          ,2624,2640,32,0.38,,2812,,2744,1421,1405
05-125-08247-00,GARDNER (SWD)                      ,26-Dec,SWNW,26,1N,45W,40.02669,-102.37825,3815,UIC DISPOSAL,IJ,PRODUCED WATER        ,912,83841902,,LKTA  ,LAKOTA                                            ,,,,,4078,4078,3862,3862,,
05-125-10077-00,HELLING                            ,27-11 SWD      ,NESW,27,4S,44W,39.67957,-102.28272,3952,UIC DISPOSAL,SI,PRODUCED WATER        ,477,34784640,,DKTA  ,DAKOTA                                            ,2856,3175,324,0.38,3315,,3286,,1096,777
05-125-10077-00,HELLING                            ,27-11 SWD      ,NESW,27,4S,44W,39.67957,-102.28272,3952,UIC DISPOSAL,SI,PRODUCED WATER        ,477,34784640,,LKTA  ,LAKOTA                                            ,3209,3250,164,0.38,3315,,3286,,743,702
05-125-08932-00,BROWN SWD                          ,2,NENE,31,1N,45W,40.01565,-102.43764,3884,UIC DISPOSAL,IJ,PRODUCED WATER        ,1200,32756836,,DKTA  ,DAKOTA                                            ,3582,3750,168,0.45,4210,,,,302,134
05-125-08932-00,BROWN SWD                          ,2,NENE,31,1N,45W,40.01565,-102.43764,3884,UIC DISPOSAL,IJ,PRODUCED WATER        ,1200,43051842,,DKTA  ,DAKOTA                                            ,3582,3750,168,0.45,4210,,,,302,134
05-125-08932-00,BROWN SWD                          ,2,NENE,31,1N,45W,40.01565,-102.43764,3884,UIC DISPOSAL,IJ,PRODUCED WATER        ,1200,43051842,,LYNS  ,LYONS                                             ,4008,4056,192,,4210,,,,-124,-172
05-125-10725-00,DEVLIN SWD                         ,3,NESE,9,1N,45W,40.066971,-102.400034,3835,UIC DISPOSAL,IJ,PRODUCED WATER        ,840,11700000,,LYNS  ,LYONS                                             ,4000,4050,300,0.6,4250,,4186,,-165,-215
05-125-10827-00,GILBERT                            ,03-Jan,NESE,3,3N,47W,40.25355,-102.60833,3988,UIC DISPOSAL,IJ,PRODUCED WATER        ,649,18873628,,DK-LK ,DAKOTA-LAKOTA                                     ,,,,,4663,,4533,,,
05-125-10827-00,GILBERT                            ,03-Jan,NESE,3,3N,47W,40.25355,-102.60833,3988,UIC DISPOSAL,IJ,PRODUCED WATER        ,649,18873628,,MRSN  ,MORRISON                                          ,3996,4010,56,0.33,4663,,4533,,-8,-22
05-125-11079-01,LENZ FARMS SWD                     ,3B-32-5-43     ,NENW,32,5N,43W,40.36592,-102.1797,3661,UIC DISPOSAL,PA,PRODUCED WATER        ,566,20784388,,DK-LK ,DAKOTA-LAKOTA                                     ,,,,,3904,3894,3870,3860,,
05-125-09352-00,BLEDSOE SWD                        ,1-18-3-43      ,NENE,18,3N,43W,40.23354,-102.21216,3695,UIC DISPOSAL,IJ,PRODUCED WATER        ,575,21993876,,LKTA  ,LAKOTA                                            ,,,,,4056,,3628,,,
05-125-09352-00,BLEDSOE SWD                        ,1-18-3-43      ,NENE,18,3N,43W,40.23354,-102.21216,3695,UIC DISPOSAL,IJ,PRODUCED WATER        ,575,21993876,,MRSN  ,MORRISON                                          ,3526,3684,,,4056,,3628,,169,11
05-125-11079-01,LENZ FARMS SWD                     ,3B-32-5-43     ,NENW,32,5N,43W,40.36592,-102.1797,3661,UIC DISPOSAL,PA,PRODUCED WATER        ,566,20784388,,MRSN  ,MORRISON                                          ,3605,3664,118,0.41,3904,3894,3870,3860,56,-3
05-125-10856-00,PLETCHER WDW                       ,2-33X 1N46W    ,NENW,33,1N,46W,40.01609,-102.52394,3974,UIC DISPOSAL,IJ,PRODUCED WATER        ,840,9826765,,LKTA  ,LAKOTA                                            ,3602,3650,192,0.52,4148,,4077,,372,324
05-125-09352-00,BLEDSOE SWD                        ,1-18-3-43      ,NENE,18,3N,43W,40.23354,-102.21216,3695,UIC DISPOSAL,IJ,PRODUCED WATER        ,575,14974554,,MRSN  ,MORRISON                                          ,3526,3684,,,4056,,3628,,169,11
05-125-11846-00,REPUBLICAN                         ,SWD            ,NWNW,18,1S,44W,39.976429,-102.354501,3940,UIC DISPOSAL,IJ,PRODUCED WATER        ,701,5000000,,LKTA  ,LAKOTA                                            ,3546,3626,184,3.125,4200,,4088,,394,314
05-125-11846-00,REPUBLICAN                         ,SWD            ,NWNW,18,1S,44W,39.976429,-102.354501,3940,UIC DISPOSAL,IJ,PRODUCED WATER        ,701,5000000,,MRSN  ,MORRISON                                          ,3636,3656,80,3.125,4200,,4088,,304,284
05-125-11979-00,Chapman                            ,SWD #1         ,SWNW,33,1S,44W,39.929391,-102.314463,3868,UIC DISPOSAL,IJ,PRODUCED WATER        ,809,4020000,,LYNS  ,LYONS                                             ,3908,3926,72,0.7,4119,,,,-40,-58
05-125-11846-00,REPUBLICAN                         ,SWD            ,NWNW,18,1S,44W,39.976429,-102.354501,3940,UIC DISPOSAL,IJ,PRODUCED WATER        ,701,5000000,,JSND  ,J SAND                                            ,3342,3422,240,3.125,4200,,4088,,598,518
05-125-09914-00,BOWMAN SWD                         ,3B-28-5-44     ,NENW,28,5N,44W,40.381154,-102.274502,3730,UIC DISPOSAL,IJ,PRODUCED WATER        ,750,17606287,,MRSN  ,MORRISON                                          ,3623,3752,168,0.41,4000,,3950,,107,-22
05-125-11300-00,KGA                                ,13-12D         ,NWSW,13,3N,45W,40.22688,-102.35798,3800,UIC DISPOSAL,IJ,PRODUCED WATER        ,750,44064463,,MRSN  ,MORRISON                                          ,3730,3856,340,0.45,4200,,4160,,70,-56
05-001-05175-00,MIDDLEMIST                         ,F-1            ,SENW,29,2S,57W,39.851046,-103.791926,,UIC ENHANCED RECOVERY,PA,PRODUCED WATER        ,1461,,00:00.0,JSND  ,J SAND                                            ,5462,5472,120,,5511,,0,,,
05-009-06380-00,KEARLEY                            ,A-3            ,SENW,2,35S,46W,37.027295,-102.572319,4203,UIC DISPOSAL,PA,PRODUCED WATER        ,780,,00:00.0,NEVA  ,NEVA                                              ,,,,,5500,5500,4005,,,
05-009-06380-00,KEARLEY                            ,A-3            ,SENW,2,35S,46W,37.027295,-102.572319,4203,UIC DISPOSAL,PA,PRODUCED WATER        ,780,,00:00.0,WFCMP ,WOLFCAMP                                          ,,,,,5500,5500,4005,,,
05-009-06464-00,TSRU                               ,204W           ,NWSE,2,35S,46W,37.02332,-102.56728,4183,UIC ENHANCED RECOVERY,SI,PRODUCED WATER        ,750,,,LNSNG ,LANSING                                           ,3994,3999,,4,4232,4232,4180,,189,184
05-009-06489-00,S E CAMPO UNIT                     ,1101W          ,SWNE,1,35S,46W,37.027856,-102.550383,4179,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,986,,,LNSNG ,LANSING                                           ,3992,4000,32,0.5,4257,0,4207,,187,179
05-009-06497-00,S E CAMPO UNIT/LANSING D           ,1202W/302W     ,SWSE,1,35S,46W,37.019928,-102.549872,4144,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,962,,,LNSNG ,LANSING                                           ,3972,3978,4,0.5,4250,0,3965,,172,166
05-009-06497-00,S E CAMPO UNIT/LANSING D           ,1202W/302W     ,SWSE,1,35S,46W,37.019928,-102.549872,4144,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,962,,,LSNGD ,LANSING D                                         ,3972,3978,,0.4,4250,0,3965,,172,166
05-009-06498-00,TSRU                               ,206W           ,SESW,2,35S,46W,37.01916,-102.57118,4167,UIC ENHANCED RECOVERY,SI,PRODUCED WATER        ,750,,,LNSNG ,LANSING                                           ,3988,4007,76,0.375,4200,0,4097,,179,160
05-009-06501-00,S E CAMPO UNIT                     ,607W           ,NWSW,1,35S,46W,37.023673,-102.558737,4134,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,974,,,LNSNG ,LANSING                                           ,3946,3951,20,0.5,4250,0,4013,,188,183
05-009-06528-00,S E CAMPO UNIT                     ,701W           ,NWSW,6,35S,45W,37.025212,-102.542689,4145,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,981,,,LNSNG ,LANSING                                           ,3974,3993,76,0.5,4250,0,4105,,171,152
05-125-08784-00,STALLINGS WATER DISPOSAL WELL      ,12-Jun,NENE,12,1N,47W,40.07355,-102.56954,4014,UIC DISPOSAL,IJ,PRODUCED WATER        ,500,10900000,,MRSN  ,MORRISON                                          ,4308,4364,224,0.63,4494,4494,4443,4443,-294,-350
05-009-06388-00,S E CAMPO UNIT                     ,201W           ,SESW,35,34S,46W,37.034551,-102.572323,4231,UIC ENHANCED RECOVERY,IJ,PRODUCED WATER        ,999,,,LNSNG ,LANSING                                           ,4046,4058,48,0.5,4251,0,4100,,185,173
05-125-08884-00,SALVADOR WATER DISPOSAL WELL       ,14-28          ,NWSW,28,5N,46W,40.37238,-102.51082,3901,UIC DISPOSAL,IJ,PRODUCED WATER        ,700,6824341,,MRSN  ,MORRISON                                          ,4190,4208,72,0.45,4445,,4412,,-289,-307
